Date,MONTH,Product,Category,Sales Representative,City,No. of Units,Price,Amount
24-11-2021,November,iPhone 11 Pro,Laptop,Kate,Delhi,20,347,6940
15-03-2021,March,OnePlus Buds,Laptop,Tara,Cochin,6,1261,7566
08-07-2021,July,iPhone 11 Pro,Laptop,Giana,Mumbai,30,526,15780
28-04-2021,April,OnePlus Buds,Laptop,Aryan,Mumbai,37,1456,53872
11-08-2021,August,OnePlus Buds,Headphone,Bruce,Bangalore,35,390,13650
16-07-2021,July,HP Envy x360,Laptop,Aryan,Bangalore,6,366,2196
22-02-2021,February,Apple AirPods Pro,Phone,Aryan,Bangalore,17,692,11764
19-01-2021,January,HP Envy x360,Phone,Krish,Bangalore,50,477,23850
27-07-2021,July,OnePlus Buds,Phone,Tara,Cochin,10,459,4590
29-09-2021,September,OnePlus Buds,Laptop,Krish,Cochin,42,206,8652
24-12-2021,December,iPhone 11 Pro,Laptop,Kate,Mumbai,47,1292,60724
22-05-2021,May,OnePlus Buds,Phone,Tara,Cochin,12,1411,16932
30-03-2021,March,iPhone 11 Pro,Laptop,Kate,Bangalore,20,427,8540
21-02-2021,February,Apple AirPods Pro,Headphone,Kate,Bangalore,29,1834,53186
29-09-2021,September,OnePlus Buds,Phone,Kate,Mumbai,41,309,12669
16-01-2021,January,Dell XPS 13,Headphone,Giana,Mumbai,27,1445,39015
28-07-2021,July,OnePlus Buds,Phone,Bruce,Delhi,19,240,4560
16-07-2021,July,iPhone 11 Pro,Phone,Krish,Cochin,7,1819,12733
10-10-2021,October,Apple AirPods Pro,Phone,Asif,Delhi,29,139,4031
14-03-2021,March,Apple AirPods Pro,Headphone,Tara,Mumbai,25,1919,47975
07-06-2021,June,Dell XPS 13,Headphone,Krish,Cochin,33,223,7359
11-05-2021,May,HP Envy x360,Phone,Krish,Cochin,25,1049,26225
05-03-2021,March,iPhone 11 Pro,Phone,Tara,Mumbai,20,465,9300
01-04-2021,April,Dell XPS 13,Phone,Krish,Delhi,19,1231,23389
15-06-2021,June,iPhone 11 Pro,Headphone,Tara,Mumbai,21,1476,30996
09-04-2021,April,OnePlus Buds,Phone,Aryan,Mumbai,22,353,7766
10-03-2021,March,HP Envy x360,Phone,Giana,Cochin,1,671,671
01-09-2021,September,Dell XPS 13,Phone,Kate,Delhi,30,1746,52380
07-01-2021,January,Apple AirPods Pro,Headphone,Tara,Bangalore,47,1485,69795
03-02-2021,February,OnePlus Buds,Phone,Krish,Bangalore,49,1957,95893
07-07-2021,July,Apple AirPods Pro,Headphone,Kate,Mumbai,15,564,8460
15-02-2021,February,OnePlus Buds,Phone,Giana,Bangalore,49,149,7301
07-07-2021,July,Dell XPS 13,Phone,Asif,Cochin,33,1016,33528
18-06-2021,June,iPhone 11 Pro,Headphone,Krish,Bangalore,45,445,20025
07-11-2021,November,Dell XPS 13,Headphone,Asif,Mumbai,46,1010,46460
12-08-2021,August,Dell XPS 13,Headphone,Aryan,Delhi,8,1157,9256
26-11-2021,November,HP Envy x360,Laptop,Aryan,Delhi,19,950,18050
18-11-2021,November,Dell XPS 13,Phone,Tara,Bangalore,32,1532,49024
12-11-2021,November,HP Envy x360,Laptop,Tara,Cochin,6,427,2562
03-08-2021,August,Apple AirPods Pro,Phone,Bruce,Cochin,12,1299,15588
25-11-2021,November,HP Envy x360,Phone,Asif,Delhi,25,1602,40050
14-07-2021,July,HP Envy x360,Laptop,Kate,Mumbai,44,1427,62788
28-07-2021,July,Apple AirPods Pro,Phone,Krish,Cochin,8,558,4464
30-11-2021,November,HP Envy x360,Phone,Giana,Mumbai,37,461,17057
16-04-2021,April,Dell XPS 13,Laptop,Tara,Cochin,18,1511,27198
12-04-2021,April,iPhone 11 Pro,Laptop,Tara,Delhi,49,812,39788
23-09-2021,September,OnePlus Buds,Laptop,Bruce,Delhi,33,780,25740
04-08-2021,August,Dell XPS 13,Headphone,Tara,Bangalore,27,1373,37071
04-05-2021,May,Dell XPS 13,Laptop,Asif,Bangalore,25,410,10250
01-02-2021,February,Dell XPS 13,Laptop,Kate,Mumbai,24,1503,36072
15-12-2021,December,Apple AirPods Pro,Phone,Kate,Cochin,3,1305,3915
17-03-2021,March,Apple AirPods Pro,Laptop,Kate,Delhi,7,846,5922
09-12-2021,December,Apple AirPods Pro,Phone,Tara,Bangalore,3,1887,5661
26-10-2021,October,Apple AirPods Pro,Headphone,Kate,Bangalore,16,402,6432
17-10-2021,October,Dell XPS 13,Headphone,Kate,Cochin,11,1787,19657
20-01-2021,January,Apple AirPods Pro,Headphone,Tara,Delhi,2,866,1732
22-03-2021,March,iPhone 11 Pro,Phone,Krish,Cochin,43,1385,59555
19-05-2021,May,HP Envy x360,Laptop,Bruce,Delhi,17,1377,23409
10-01-2021,January,HP Envy x360,Phone,Asif,Bangalore,39,1111,43329
06-04-2021,April,Dell XPS 13,Headphone,Asif,Cochin,44,960,42240
07-07-2021,July,Apple AirPods Pro,Headphone,Asif,Cochin,43,1783,76669
09-08-2021,August,Apple AirPods Pro,Laptop,Kate,Mumbai,18,1415,25470
04-08-2021,August,OnePlus Buds,Laptop,Krish,Cochin,24,1112,26688
02-11-2021,November,HP Envy x360,Phone,Bruce,Cochin,41,369,15129
05-03-2021,March,HP Envy x360,Phone,Krish,Mumbai,10,390,3900
07-11-2021,November,OnePlus Buds,Laptop,Tara,Bangalore,33,1160,38280
26-03-2021,March,HP Envy x360,Laptop,Asif,Delhi,11,619,6809
02-06-2021,June,Apple AirPods Pro,Phone,Kate,Mumbai,46,1264,58144
07-12-2021,December,Apple AirPods Pro,Phone,Asif,Mumbai,30,1741,52230
13-11-2021,November,iPhone 11 Pro,Headphone,Bruce,Delhi,1,805,805
27-02-2021,February,OnePlus Buds,Laptop,Kate,Cochin,15,1661,24915
30-10-2021,October,HP Envy x360,Headphone,Bruce,Cochin,9,811,7299
26-09-2021,September,Dell XPS 13,Laptop,Asif,Bangalore,5,1788,8940
06-08-2021,August,Apple AirPods Pro,Laptop,Tara,Mumbai,50,907,45350
07-07-2021,July,iPhone 11 Pro,Phone,Tara,Mumbai,2,897,1794
05-07-2021,July,iPhone 11 Pro,Laptop,Bruce,Mumbai,31,1368,42408
17-05-2021,May,OnePlus Buds,Laptop,Kate,Delhi,41,467,19147
20-10-2021,October,Apple AirPods Pro,Phone,Bruce,Mumbai,43,1009,43387
07-01-2021,January,OnePlus Buds,Headphone,Kate,Bangalore,7,1740,12180
21-02-2021,February,Dell XPS 13,Headphone,Krish,Cochin,3,708,2124
12-03-2021,March,Dell XPS 13,Headphone,Bruce,Delhi,15,1640,24600
28-07-2021,July,iPhone 11 Pro,Phone,Bruce,Delhi,11,1637,18007
31-05-2021,May,OnePlus Buds,Phone,Giana,Cochin,29,693,20097
09-04-2021,April,Apple AirPods Pro,Laptop,Kate,Cochin,36,1998,71928
21-05-2021,May,iPhone 11 Pro,Phone,Asif,Mumbai,35,1249,43715
19-06-2021,June,Dell XPS 13,Headphone,Giana,Bangalore,23,1327,30521
25-10-2021,October,Dell XPS 13,Headphone,Giana,Cochin,20,1587,31740
16-02-2021,February,Apple AirPods Pro,Laptop,Krish,Cochin,35,1237,43295
02-05-2021,May,OnePlus Buds,Laptop,Asif,Bangalore,23,1290,29670
09-02-2021,February,HP Envy x360,Phone,Krish,Mumbai,19,980,18620
11-07-2021,July,Apple AirPods Pro,Laptop,Kate,Bangalore,36,1021,36756
20-10-2021,October,iPhone 11 Pro,Headphone,Kate,Delhi,40,1399,55960
26-08-2021,August,Dell XPS 13,Laptop,Asif,Mumbai,19,352,6688
24-09-2021,September,Dell XPS 13,Laptop,Bruce,Bangalore,16,259,4144
16-11-2021,November,Dell XPS 13,Phone,Krish,Delhi,17,1477,25109
22-10-2021,October,iPhone 11 Pro,Laptop,Krish,Cochin,12,1866,22392
21-02-2021,February,iPhone 11 Pro,Phone,Kate,Bangalore,47,672,31584
22-02-2021,February,HP Envy x360,Headphone,Aryan,Delhi,13,1341,17433
28-09-2021,September,iPhone 11 Pro,Headphone,Tara,Cochin,22,653,14366
09-05-2021,May,HP Envy x360,Laptop,Kate,Delhi,5,313,1565
28-01-2021,January,Dell XPS 13,Laptop,Giana,Delhi,2,1702,3404
28-08-2021,August,Dell XPS 13,Headphone,Kate,Bangalore,32,1008,32256
28-01-2021,January,Dell XPS 13,Headphone,Tara,Cochin,43,307,13201
06-01-2021,January,OnePlus Buds,Laptop,Giana,Cochin,48,1065,51120
18-03-2021,March,OnePlus Buds,Phone,Aryan,Cochin,18,1800,32400
26-12-2021,December,HP Envy x360,Headphone,Aryan,Bangalore,14,1027,14378
16-08-2021,August,Apple AirPods Pro,Headphone,Aryan,Cochin,42,828,34776
29-08-2021,August,OnePlus Buds,Phone,Asif,Cochin,13,1657,21541
07-06-2021,June,Dell XPS 13,Headphone,Tara,Bangalore,41,1316,53956
29-05-2021,May,OnePlus Buds,Phone,Bruce,Mumbai,45,1870,84150
23-06-2021,June,Apple AirPods Pro,Phone,Asif,Delhi,31,922,28582
10-09-2021,September,OnePlus Buds,Headphone,Tara,Cochin,30,126,3780
12-01-2021,January,HP Envy x360,Laptop,Giana,Cochin,50,812,40600
23-01-2021,January,HP Envy x360,Headphone,Kate,Bangalore,30,1794,53820
07-01-2021,January,OnePlus Buds,Phone,Tara,Bangalore,16,1217,19472
28-10-2021,October,Apple AirPods Pro,Phone,Bruce,Mumbai,21,1301,27321
20-04-2021,April,Dell XPS 13,Headphone,Kate,Mumbai,36,299,10764
16-05-2021,May,HP Envy x360,Phone,Tara,Bangalore,11,1161,12771
30-07-2021,July,iPhone 11 Pro,Laptop,Krish,Mumbai,18,950,17100
19-07-2021,July,Dell XPS 13,Phone,Tara,Bangalore,12,689,8268
08-12-2021,December,Dell XPS 13,Headphone,Kate,Mumbai,3,117,351
24-07-2021,July,iPhone 11 Pro,Headphone,Bruce,Delhi,4,354,1416
19-02-2021,February,OnePlus Buds,Headphone,Asif,Mumbai,32,119,3808
25-09-2021,September,OnePlus Buds,Headphone,Aryan,Cochin,1,1972,1972
14-06-2021,June,Apple AirPods Pro,Laptop,Giana,Bangalore,28,608,17024
07-02-2021,February,OnePlus Buds,Phone,Aryan,Mumbai,7,666,4662
20-05-2021,May,Apple AirPods Pro,Laptop,Aryan,Delhi,16,1166,18656
05-03-2021,March,Dell XPS 13,Phone,Giana,Bangalore,4,1158,4632
09-11-2021,November,HP Envy x360,Headphone,Krish,Cochin,13,232,3016
28-12-2021,December,HP Envy x360,Laptop,Aryan,Cochin,38,671,25498
08-04-2021,April,HP Envy x360,Headphone,Giana,Cochin,50,357,17850
08-10-2021,October,Apple AirPods Pro,Phone,Tara,Cochin,30,1065,31950
05-08-2021,August,Dell XPS 13,Laptop,Tara,Mumbai,33,766,25278
04-11-2021,November,Dell XPS 13,Headphone,Bruce,Delhi,16,747,11952
04-01-2021,January,HP Envy x360,Phone,Tara,Bangalore,14,1118,15652
18-08-2021,August,iPhone 11 Pro,Headphone,Bruce,Bangalore,33,872,28776
10-04-2021,April,OnePlus Buds,Laptop,Aryan,Bangalore,15,1351,20265
21-09-2021,September,Apple AirPods Pro,Phone,Bruce,Cochin,10,1255,12550
16-02-2021,February,OnePlus Buds,Laptop,Giana,Bangalore,36,104,3744
15-01-2021,January,iPhone 11 Pro,Phone,Krish,Cochin,50,148,7400
05-03-2021,March,iPhone 11 Pro,Headphone,Kate,Cochin,33,278,9174
30-07-2021,July,OnePlus Buds,Laptop,Bruce,Mumbai,46,130,5980
20-08-2021,August,iPhone 11 Pro,Laptop,Kate,Cochin,20,1218,24360
15-09-2021,September,HP Envy x360,Headphone,Bruce,Cochin,6,1802,10812
20-05-2021,May,Apple AirPods Pro,Headphone,Asif,Mumbai,8,291,2328
19-04-2021,April,Dell XPS 13,Phone,Asif,Cochin,12,1136,13632
11-02-2021,February,Dell XPS 13,Phone,Bruce,Mumbai,39,966,37674
23-11-2021,November,HP Envy x360,Phone,Kate,Bangalore,24,752,18048
12-05-2021,May,Dell XPS 13,Phone,Tara,Cochin,27,1254,33858
11-02-2021,February,OnePlus Buds,Headphone,Aryan,Delhi,24,1223,29352
15-05-2021,May,Dell XPS 13,Headphone,Asif,Delhi,12,103,1236
22-06-2021,June,HP Envy x360,Laptop,Giana,Cochin,2,1094,2188
01-01-2021,January,iPhone 11 Pro,Laptop,Krish,Bangalore,48,152,7296
15-11-2021,November,Dell XPS 13,Phone,Aryan,Mumbai,18,506,9108
25-02-2021,February,OnePlus Buds,Laptop,Giana,Bangalore,45,1601,72045
18-12-2021,December,Apple AirPods Pro,Phone,Krish,Bangalore,23,1815,41745
09-01-2021,January,Dell XPS 13,Laptop,Bruce,Cochin,3,1850,5550
13-10-2021,October,OnePlus Buds,Headphone,Krish,Delhi,25,304,7600
15-06-2021,June,OnePlus Buds,Laptop,Aryan,Bangalore,8,1984,15872
06-04-2021,April,OnePlus Buds,Laptop,Bruce,Bangalore,50,1203,60150
21-11-2021,November,OnePlus Buds,Phone,Giana,Bangalore,11,467,5137
21-10-2021,October,iPhone 11 Pro,Phone,Aryan,Bangalore,25,186,4650
06-11-2021,November,iPhone 11 Pro,Headphone,Giana,Delhi,4,986,3944
04-04-2021,April,iPhone 11 Pro,Headphone,Bruce,Delhi,15,524,7860
09-02-2021,February,OnePlus Buds,Headphone,Giana,Mumbai,32,1734,55488
26-02-2021,February,HP Envy x360,Phone,Krish,Delhi,47,1302,61194
28-07-2021,July,Dell XPS 13,Laptop,Bruce,Delhi,27,1746,47142
05-01-2021,January,iPhone 11 Pro,Headphone,Tara,Delhi,39,1868,72852
11-08-2021,August,OnePlus Buds,Headphone,Kate,Delhi,10,728,7280
17-09-2021,September,Dell XPS 13,Phone,Aryan,Delhi,17,1058,17986
01-10-2021,October,iPhone 11 Pro,Headphone,Asif,Delhi,42,688,28896
21-04-2021,April,Apple AirPods Pro,Headphone,Aryan,Mumbai,5,1015,5075
11-06-2021,June,iPhone 11 Pro,Laptop,Asif,Bangalore,25,1138,28450
22-02-2021,February,Dell XPS 13,Laptop,Aryan,Cochin,27,580,15660
20-03-2021,March,HP Envy x360,Phone,Asif,Delhi,32,616,19712
03-06-2021,June,OnePlus Buds,Laptop,Krish,Cochin,1,1463,1463
20-08-2021,August,Apple AirPods Pro,Phone,Tara,Bangalore,45,1686,75870
15-03-2021,March,OnePlus Buds,Headphone,Giana,Cochin,10,1931,19310
26-12-2021,December,OnePlus Buds,Phone,Asif,Delhi,24,464,11136
21-05-2021,May,OnePlus Buds,Phone,Kate,Delhi,11,151,1661
30-10-2021,October,OnePlus Buds,Headphone,Krish,Bangalore,42,1529,64218
30-09-2021,September,Apple AirPods Pro,Laptop,Giana,Cochin,1,1540,1540
23-07-2021,July,Apple AirPods Pro,Laptop,Aryan,Delhi,26,1877,48802
27-12-2021,December,Apple AirPods Pro,Laptop,Bruce,Mumbai,3,1616,4848
22-10-2021,October,iPhone 11 Pro,Phone,Bruce,Cochin,18,1468,26424
16-02-2021,February,Dell XPS 13,Laptop,Aryan,Bangalore,34,659,22406
03-06-2021,June,OnePlus Buds,Phone,Tara,Bangalore,35,809,28315
25-06-2021,June,Apple AirPods Pro,Phone,Tara,Delhi,25,1119,27975
16-11-2021,November,iPhone 11 Pro,Phone,Tara,Cochin,17,1892,32164
21-11-2021,November,Dell XPS 13,Laptop,Tara,Bangalore,14,1058,14812
23-01-2021,January,iPhone 11 Pro,Laptop,Tara,Bangalore,39,1002,39078
02-09-2021,September,HP Envy x360,Laptop,Kate,Delhi,8,708,5664
02-01-2021,January,Dell XPS 13,Phone,Aryan,Bangalore,40,769,30760
14-03-2021,March,OnePlus Buds,Phone,Krish,Bangalore,6,1755,10530
01-10-2021,October,Dell XPS 13,Laptop,Aryan,Bangalore,10,762,7620
27-03-2021,March,Apple AirPods Pro,Headphone,Giana,Bangalore,27,1984,53568
21-09-2021,September,Dell XPS 13,Phone,Asif,Bangalore,36,820,29520
02-04-2021,April,iPhone 11 Pro,Laptop,Tara,Cochin,20,395,7900
04-10-2021,October,OnePlus Buds,Headphone,Aryan,Delhi,5,1315,6575
14-08-2021,August,Apple AirPods Pro,Phone,Asif,Mumbai,44,1533,67452
06-10-2021,October,iPhone 11 Pro,Laptop,Giana,Mumbai,14,1513,21182
02-04-2021,April,Dell XPS 13,Laptop,Asif,Delhi,17,607,10319
07-07-2021,July,iPhone 11 Pro,Headphone,Asif,Cochin,9,453,4077
11-07-2021,July,Apple AirPods Pro,Phone,Aryan,Mumbai,30,461,13830
23-04-2021,April,Apple AirPods Pro,Laptop,Bruce,Cochin,18,406,7308
03-12-2021,December,OnePlus Buds,Phone,Krish,Mumbai,20,100,2000
17-07-2021,July,OnePlus Buds,Headphone,Aryan,Mumbai,27,732,19764
06-04-2021,April,OnePlus Buds,Laptop,Bruce,Delhi,24,370,8880
19-03-2021,March,Dell XPS 13,Phone,Giana,Cochin,48,598,28704
21-12-2021,December,Dell XPS 13,Headphone,Aryan,Mumbai,16,961,15376
16-06-2021,June,HP Envy x360,Laptop,Krish,Mumbai,7,1783,12481
11-07-2021,July,OnePlus Buds,Headphone,Asif,Mumbai,26,968,25168
19-06-2021,June,Dell XPS 13,Headphone,Aryan,Cochin,25,1770,44250
03-04-2021,April,Apple AirPods Pro,Headphone,Asif,Bangalore,7,1485,10395
30-06-2021,June,Apple AirPods Pro,Headphone,Tara,Mumbai,10,910,9100
05-09-2021,September,Apple AirPods Pro,Laptop,Giana,Delhi,43,856,36808
15-05-2021,May,OnePlus Buds,Laptop,Tara,Bangalore,38,350,13300
11-04-2021,April,Apple AirPods Pro,Laptop,Aryan,Delhi,4,1018,4072
17-08-2021,August,Dell XPS 13,Phone,Giana,Mumbai,30,725,21750
15-10-2021,October,iPhone 11 Pro,Phone,Tara,Bangalore,29,117,3393
29-12-2021,December,iPhone 11 Pro,Laptop,Asif,Mumbai,44,1179,51876
16-01-2021,January,OnePlus Buds,Headphone,Tara,Cochin,36,1993,71748
23-12-2021,December,HP Envy x360,Headphone,Krish,Mumbai,34,197,6698
13-04-2021,April,OnePlus Buds,Phone,Kate,Cochin,18,489,8802
03-06-2021,June,Dell XPS 13,Headphone,Krish,Mumbai,50,945,47250
08-01-2021,January,HP Envy x360,Laptop,Giana,Cochin,20,541,10820
09-05-2021,May,OnePlus Buds,Headphone,Kate,Cochin,26,730,18980
20-10-2021,October,Apple AirPods Pro,Phone,Bruce,Bangalore,12,1714,20568
04-07-2021,July,iPhone 11 Pro,Headphone,Tara,Mumbai,25,1312,32800
17-04-2021,April,OnePlus Buds,Phone,Tara,Mumbai,3,369,1107
25-09-2021,September,iPhone 11 Pro,Phone,Giana,Cochin,50,307,15350
16-01-2021,January,Dell XPS 13,Phone,Asif,Delhi,20,1548,30960
30-10-2021,October,HP Envy x360,Laptop,Tara,Delhi,16,588,9408
18-11-2021,November,iPhone 11 Pro,Headphone,Bruce,Delhi,19,297,5643
05-03-2021,March,HP Envy x360,Phone,Krish,Mumbai,16,1242,19872
11-04-2021,April,Dell XPS 13,Headphone,Tara,Cochin,20,1836,36720
29-07-2021,July,OnePlus Buds,Phone,Kate,Delhi,38,1677,63726
04-10-2021,October,HP Envy x360,Phone,Tara,Cochin,7,335,2345
21-05-2021,May,Dell XPS 13,Phone,Bruce,Delhi,44,1857,81708
16-01-2021,January,Apple AirPods Pro,Laptop,Aryan,Delhi,3,1076,3228
25-08-2021,August,Dell XPS 13,Phone,Krish,Bangalore,23,1938,44574
29-09-2021,September,HP Envy x360,Headphone,Asif,Delhi,14,1056,14784
21-10-2021,October,OnePlus Buds,Laptop,Bruce,Delhi,18,665,11970
28-12-2021,December,OnePlus Buds,Phone,Tara,Delhi,46,1894,87124
03-03-2021,March,iPhone 11 Pro,Laptop,Kate,Cochin,9,956,8604
14-02-2021,February,Dell XPS 13,Headphone,Krish,Cochin,49,806,39494
30-04-2021,April,HP Envy x360,Laptop,Asif,Delhi,40,1480,59200
18-06-2021,June,Apple AirPods Pro,Phone,Tara,Bangalore,26,1614,41964
06-03-2021,March,Apple AirPods Pro,Phone,Asif,Mumbai,36,229,8244
12-06-2021,June,OnePlus Buds,Phone,Kate,Bangalore,24,248,5952
05-01-2021,January,Dell XPS 13,Phone,Kate,Delhi,42,858,36036
25-07-2021,July,OnePlus Buds,Headphone,Giana,Delhi,32,779,24928
28-12-2021,December,HP Envy x360,Phone,Asif,Mumbai,33,985,32505
30-10-2021,October,Dell XPS 13,Headphone,Aryan,Delhi,2,1695,3390
04-12-2021,December,iPhone 11 Pro,Headphone,Bruce,Delhi,6,713,4278
31-01-2021,January,Dell XPS 13,Phone,Aryan,Mumbai,5,1237,6185
30-05-2021,May,Apple AirPods Pro,Headphone,Asif,Delhi,41,1739,71299
07-10-2021,October,OnePlus Buds,Headphone,Asif,Delhi,6,1730,10380
21-07-2021,July,Apple AirPods Pro,Headphone,Aryan,Cochin,29,1696,49184
08-01-2021,January,Dell XPS 13,Headphone,Asif,Mumbai,15,798,11970
19-07-2021,July,iPhone 11 Pro,Phone,Tara,Mumbai,1,1702,1702
22-07-2021,July,OnePlus Buds,Laptop,Aryan,Cochin,42,583,24486
08-06-2021,June,Dell XPS 13,Headphone,Krish,Bangalore,25,1952,48800
20-07-2021,July,HP Envy x360,Headphone,Krish,Cochin,10,675,6750
02-01-2021,January,Dell XPS 13,Laptop,Tara,Mumbai,16,275,4400
27-02-2021,February,iPhone 11 Pro,Phone,Tara,Cochin,22,936,20592
19-06-2021,June,HP Envy x360,Phone,Giana,Bangalore,23,686,15778
13-05-2021,May,OnePlus Buds,Headphone,Asif,Bangalore,44,1102,48488
25-05-2021,May,Dell XPS 13,Phone,Kate,Mumbai,50,757,37850
19-09-2021,September,Dell XPS 13,Headphone,Giana,Bangalore,13,1340,17420
16-02-2021,February,HP Envy x360,Laptop,Kate,Delhi,16,675,10800
26-01-2021,January,iPhone 11 Pro,Phone,Aryan,Bangalore,15,1395,20925
27-05-2021,May,Dell XPS 13,Phone,Aryan,Cochin,22,584,12848
24-06-2021,June,HP Envy x360,Headphone,Kate,Bangalore,30,789,23670
13-03-2021,March,HP Envy x360,Laptop,Asif,Mumbai,9,135,1215
14-10-2021,October,Apple AirPods Pro,Phone,Giana,Cochin,11,1200,13200
14-08-2021,August,Dell XPS 13,Laptop,Tara,Bangalore,47,811,38117
23-02-2021,February,Dell XPS 13,Laptop,Giana,Mumbai,16,319,5104
02-03-2021,March,Dell XPS 13,Phone,Asif,Bangalore,13,1080,14040
02-09-2021,September,HP Envy x360,Laptop,Asif,Mumbai,18,103,1854
23-02-2021,February,Apple AirPods Pro,Headphone,Giana,Delhi,29,1969,57101
02-01-2021,January,OnePlus Buds,Phone,Kate,Delhi,35,681,23835
24-04-2021,April,Dell XPS 13,Headphone,Krish,Bangalore,43,416,17888
11-05-2021,May,iPhone 11 Pro,Headphone,Krish,Delhi,46,1171,53866
28-11-2021,November,HP Envy x360,Headphone,Bruce,Mumbai,50,1660,83000
15-02-2021,February,Dell XPS 13,Phone,Bruce,Bangalore,22,1260,27720
14-10-2021,October,HP Envy x360,Laptop,Krish,Cochin,32,1470,47040
24-11-2021,November,HP Envy x360,Headphone,Tara,Mumbai,48,403,19344
09-06-2021,June,HP Envy x360,Phone,Krish,Delhi,15,250,3750
03-05-2021,May,iPhone 11 Pro,Laptop,Tara,Delhi,23,445,10235
23-09-2021,September,HP Envy x360,Laptop,Aryan,Bangalore,22,848,18656
19-12-2021,December,Apple AirPods Pro,Laptop,Bruce,Cochin,23,360,8280
25-02-2021,February,Dell XPS 13,Laptop,Asif,Delhi,24,1612,38688
25-09-2021,September,OnePlus Buds,Headphone,Asif,Bangalore,22,1194,26268
04-01-2021,January,Apple AirPods Pro,Laptop,Asif,Bangalore,25,1352,33800
12-01-2021,January,HP Envy x360,Phone,Aryan,Cochin,16,1201,19216
16-04-2021,April,HP Envy x360,Headphone,Bruce,Bangalore,33,1694,55902
04-07-2021,July,Apple AirPods Pro,Phone,Asif,Delhi,35,861,30135
26-07-2021,July,OnePlus Buds,Headphone,Bruce,Cochin,26,410,10660
15-09-2021,September,iPhone 11 Pro,Headphone,Kate,Cochin,46,1025,47150
16-03-2021,March,Apple AirPods Pro,Headphone,Asif,Bangalore,32,1302,41664
07-09-2021,September,iPhone 11 Pro,Headphone,Giana,Delhi,38,720,27360
08-11-2021,November,iPhone 11 Pro,Headphone,Krish,Delhi,20,1444,28880
13-06-2021,June,OnePlus Buds,Phone,Krish,Delhi,23,1963,45149
19-02-2021,February,OnePlus Buds,Headphone,Tara,Bangalore,24,569,13656
15-09-2021,September,iPhone 11 Pro,Laptop,Bruce,Cochin,4,1633,6532
17-08-2021,August,OnePlus Buds,Phone,Asif,Cochin,43,474,20382
26-08-2021,August,Apple AirPods Pro,Headphone,Kate,Delhi,26,387,10062
25-11-2021,November,iPhone 11 Pro,Laptop,Tara,Bangalore,48,1615,77520
02-02-2021,February,Apple AirPods Pro,Laptop,Aryan,Bangalore,18,1608,28944
23-09-2021,September,HP Envy x360,Headphone,Krish,Bangalore,28,372,10416
12-10-2021,October,OnePlus Buds,Headphone,Giana,Cochin,49,330,16170
12-09-2021,September,Dell XPS 13,Headphone,Giana,Mumbai,13,1844,23972
27-01-2021,January,OnePlus Buds,Phone,Giana,Cochin,34,280,9520
02-12-2021,December,Apple AirPods Pro,Phone,Bruce,Cochin,18,608,10944
09-10-2021,October,Apple AirPods Pro,Phone,Bruce,Mumbai,50,118,5900
08-09-2021,September,iPhone 11 Pro,Laptop,Bruce,Bangalore,6,149,894
24-10-2021,October,OnePlus Buds,Headphone,Aryan,Mumbai,21,1306,27426
21-02-2021,February,Apple AirPods Pro,Headphone,Giana,Mumbai,9,1142,10278
16-03-2021,March,Apple AirPods Pro,Laptop,Krish,Mumbai,49,1245,61005
26-03-2021,March,OnePlus Buds,Phone,Bruce,Mumbai,2,1809,3618
16-12-2021,December,HP Envy x360,Phone,Asif,Cochin,15,1607,24105
25-01-2021,January,iPhone 11 Pro,Phone,Tara,Mumbai,50,1948,97400
13-05-2021,May,HP Envy x360,Laptop,Aryan,Delhi,43,546,23478
26-10-2021,October,Apple AirPods Pro,Headphone,Bruce,Mumbai,1,732,732
19-02-2021,February,Dell XPS 13,Headphone,Asif,Bangalore,11,174,1914
23-10-2021,October,HP Envy x360,Headphone,Kate,Delhi,41,1157,47437
12-11-2021,November,Apple AirPods Pro,Headphone,Giana,Delhi,45,155,6975
16-08-2021,August,iPhone 11 Pro,Headphone,Krish,Bangalore,2,1366,2732
01-02-2021,February,iPhone 11 Pro,Headphone,Kate,Delhi,39,1543,60177
04-06-2021,June,iPhone 11 Pro,Phone,Giana,Cochin,27,774,20898
22-02-2021,February,HP Envy x360,Phone,Bruce,Bangalore,49,1791,87759
21-02-2021,February,iPhone 11 Pro,Laptop,Giana,Bangalore,39,284,11076
18-09-2021,September,Dell XPS 13,Phone,Aryan,Bangalore,40,1597,63880
31-07-2021,July,Dell XPS 13,Laptop,Asif,Delhi,6,192,1152
09-03-2021,March,Apple AirPods Pro,Headphone,Aryan,Cochin,1,1209,1209
25-03-2021,March,iPhone 11 Pro,Phone,Asif,Mumbai,27,535,14445
12-09-2021,September,Apple AirPods Pro,Headphone,Asif,Mumbai,23,460,10580
11-12-2021,December,iPhone 11 Pro,Headphone,Aryan,Bangalore,31,1546,47926
24-11-2021,November,iPhone 11 Pro,Laptop,Kate,Cochin,15,1379,20685
22-06-2021,June,Dell XPS 13,Headphone,Krish,Mumbai,12,697,8364
20-01-2021,January,OnePlus Buds,Laptop,Tara,Cochin,42,867,36414
11-02-2021,February,OnePlus Buds,Headphone,Giana,Mumbai,22,1554,34188
04-11-2021,November,Apple AirPods Pro,Headphone,Kate,Bangalore,7,554,3878
